2025-09-11 00:53:42,150 | INFO     | __main__                       | Gemini Thinking Experiment started. Log file: logs/gemini_thinking_experiment_20250911_005342_mock.log
2025-09-11 00:53:42,336 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,336 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,337 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,348 | ERROR    | competition.Competition        | Simulation 13 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,348 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,348 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,348 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,359 | ERROR    | competition.Competition        | Simulation 14 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,359 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,359 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,359 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,370 | ERROR    | competition.Competition        | Simulation 15 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,370 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,370 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,370 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,381 | ERROR    | competition.Competition        | Simulation 16 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,381 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,382 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,382 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,393 | ERROR    | competition.Competition        | Simulation 17 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,393 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,393 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,393 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,404 | ERROR    | competition.Competition        | Simulation 18 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,404 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,404 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,404 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,415 | ERROR    | competition.Competition        | Simulation 19 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,416 | INFO     | competition.Competition        | Results saved (errors filtered): results/salop/gemini_2_0_flash_lite/baseline_competition_result.json
2025-09-11 00:53:42,416 | INFO     | competition.Competition        | ============================================================
2025-09-11 00:53:42,416 | INFO     | competition.Competition        | COMPETITION COMPLETED
2025-09-11 00:53:42,416 | INFO     | competition.Competition        | ============================================================
2025-09-11 00:53:42,416 | INFO     | competition.Competition        | Results: 0/20 successful (0.0%)
2025-09-11 00:53:42,416 | INFO     | competition.Competition        | Duration: 0.26 seconds (0.0 minutes)
2025-09-11 00:53:42,416 | WARNING  | competition.Competition        | Failed simulations: 20
2025-09-11 00:53:42,416 | INFO     | __main__                       | ✅ Competition completed successfully
2025-09-11 00:53:42,416 | INFO     | __main__                       | 🔄 Competition 2/3: gemini_2_0_flash_lite vs gemini_2_0_flash_lite (structural_variations:five_players)
2025-09-11 00:53:42,417 | INFO     | competition.Competition        | ================================================================================
2025-09-11 00:53:42,417 | INFO     | competition.Competition        | COMPETITION: SALOP - structural_variations - five_players
2025-09-11 00:53:42,417 | INFO     | competition.Competition        | ================================================================================
2025-09-11 00:53:42,417 | INFO     | competition.Competition        | Challenger: Gemini 2.0 Flash-Lite (No Thinking) (Thinking: OFF)
2025-09-11 00:53:42,417 | INFO     | competition.Competition        | Defender: Gemini 2.0 Flash-Lite (No Thinking) (Thinking: OFF)
2025-09-11 00:53:42,417 | INFO     | competition.Competition        | Simulations: 20
2025-09-11 00:53:42,417 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,417 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,417 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,428 | ERROR    | competition.Competition        | Simulation 0 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,428 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,428 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,429 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,440 | ERROR    | competition.Competition        | Simulation 1 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,440 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,440 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,440 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,451 | ERROR    | competition.Competition        | Simulation 2 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,451 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,451 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,451 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,462 | ERROR    | competition.Competition        | Simulation 3 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,462 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,462 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,462 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,473 | ERROR    | competition.Competition        | Simulation 4 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,474 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,474 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,474 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,484 | ERROR    | competition.Competition        | Simulation 5 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,484 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,484 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,484 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,495 | ERROR    | competition.Competition        | Simulation 6 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,496 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,496 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,496 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,507 | ERROR    | competition.Competition        | Simulation 7 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,507 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,507 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,507 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,518 | ERROR    | competition.Competition        | Simulation 8 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,519 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,519 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,519 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,530 | ERROR    | competition.Competition        | Simulation 9 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,530 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,530 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,530 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,541 | ERROR    | competition.Competition        | Simulation 10 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,541 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,542 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,542 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,553 | ERROR    | competition.Competition        | Simulation 11 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,553 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,553 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,553 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,564 | ERROR    | competition.Competition        | Simulation 12 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,565 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,565 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,565 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,576 | ERROR    | competition.Competition        | Simulation 13 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,576 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,576 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,576 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,587 | ERROR    | competition.Competition        | Simulation 14 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,587 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,587 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,587 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,599 | ERROR    | competition.Competition        | Simulation 15 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,599 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,599 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,599 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,610 | ERROR    | competition.Competition        | Simulation 16 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,610 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,610 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,610 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,621 | ERROR    | competition.Competition        | Simulation 17 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,621 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,622 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,622 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,633 | ERROR    | competition.Competition        | Simulation 18 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,633 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,633 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,633 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,644 | ERROR    | competition.Competition        | Simulation 19 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,645 | INFO     | competition.Competition        | Results saved (errors filtered): results/salop/gemini_2_0_flash_lite/five_players_competition_result.json
2025-09-11 00:53:42,646 | INFO     | competition.Competition        | ============================================================
2025-09-11 00:53:42,646 | INFO     | competition.Competition        | COMPETITION COMPLETED
2025-09-11 00:53:42,646 | INFO     | competition.Competition        | ============================================================
2025-09-11 00:53:42,646 | INFO     | competition.Competition        | Results: 0/20 successful (0.0%)
2025-09-11 00:53:42,646 | INFO     | competition.Competition        | Duration: 0.23 seconds (0.0 minutes)
2025-09-11 00:53:42,646 | WARNING  | competition.Competition        | Failed simulations: 20
2025-09-11 00:53:42,646 | INFO     | __main__                       | ✅ Competition completed successfully
2025-09-11 00:53:42,646 | INFO     | __main__                       | 🔄 Competition 3/3: gemini_2_0_flash_lite vs gemini_2_0_flash_lite (ablation_studies:low_differentiation)
2025-09-11 00:53:42,646 | INFO     | competition.Competition        | ================================================================================
2025-09-11 00:53:42,647 | INFO     | competition.Competition        | COMPETITION: SALOP - ablation_studies - low_differentiation
2025-09-11 00:53:42,647 | INFO     | competition.Competition        | ================================================================================
2025-09-11 00:53:42,647 | INFO     | competition.Competition        | Challenger: Gemini 2.0 Flash-Lite (No Thinking) (Thinking: OFF)
2025-09-11 00:53:42,647 | INFO     | competition.Competition        | Defender: Gemini 2.0 Flash-Lite (No Thinking) (Thinking: OFF)
2025-09-11 00:53:42,647 | INFO     | competition.Competition        | Simulations: 20
2025-09-11 00:53:42,647 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
2025-09-11 00:53:42,647 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_2
2025-09-11 00:53:42,647 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as defender_3
2025-09-11 00:53:42,658 | ERROR    | competition.Competition        | Simulation 0 failed: 'GameConfig' object has no attribute 'get'
2025-09-11 00:53:42,658 | INFO     | agents.create_agent            | 🎭 Creating mock agent for gemini_2_0_flash_lite as challenger
